Direction,Elevator,Floor,Layout,Region,Renovation,Size,age,Price
7,1,24,9,14,3,95.0,18,415.0
7,2,24,9,14,1,83.0,8,380.0
9,0,6,17,14,3,139.0,15,570.0
4,1,24,2,14,3,82.0,18,300.0
9,1,18,17,14,3,122.0,13,498.0
9,0,6,16,14,2,97.0,22,380.0
9,0,6,9,14,2,89.0,17,348.0
9,0,6,9,14,2,81.0,26,295.0
9,1,16,33,14,2,212.0,15,870.0
3,2,6,9,14,2,80.0,21,298.0
9,2,6,9,14,3,82.0,18,290.0
9,1,10,10,14,3,95.0,14,390.0
7,1,22,9,14,1,86.0,8,385.0
7,2,23,9,14,3,87.0,9,389.0
9,1,18,16,14,3,114.0,13,485.0
4,1,14,2,14,3,51.0,15,233.0
9,0,7,9,14,3,99.0,17,400.0
3,1,13,9,14,3,109.0,16,399.0
9,2,6,9,14,2,63.0,30,246.0
7,2,6,9,14,3,63.0,31,230.0
9,2,6,17,14,3,122.0,17,510.0
9,0,7,9,14,1,56.0,27,249.0
9,0,6,9,14,3,60.0,28,235.0
7,2,6,9,14,2,64.0,36,249.0
3,0,6,9,14,0,70.0,27,262.0
9,0,5,9,14,2,52.0,28,205.0
4,2,24,2,14,2,84.0,18,330.0
9,0,6,9,14,0,54.0,31,246.0
3,0,6,9,14,2,63.0,31,200.0
9,2,6,16,14,2,76.0,31,342.0
9,2,6,9,14,2,64.0,31,238.0
9,2,6,9,14,2,49.0,28,190.0
9,0,6,17,14,3,167.0,15,550.0
3,2,16,9,14,3,89.0,16,355.0
7,1,14,1,14,2,45.0,15,216.0
1,1,16,9,14,2,87.0,16,360.0
9,2,6,9,14,2,76.0,20,265.0
9,0,6,9,14,3,81.0,11,270.0
9,0,6,25,14,2,137.0,21,480.0
9,0,6,34,14,3,191.0,14,630.0
9,0,6,16,14,2,98.0,11,320.0
9,2,6,9,14,2,63.0,31,245.0
2,2,14,9,14,2,83.0,15,310.0
3,1,13,16,14,0,132.0,16,520.0
3,2,6,10,14,2,87.0,21,298.0
9,2,10,16,14,3,128.0,7,640.0
9,0,5,9,14,2,49.0,35,218.0
7,2,24,9,14,1,83.0,8,378.0
9,2,6,9,14,2,55.0,29,200.0
9,0,6,9,14,3,78.0,12,310.0
9,1,11,9,14,2,74.0,11,284.0
9,2,6,9,14,3,68.0,24,261.0
9,2,6,9,14,0,57.0,28,245.0
9,0,6,16,14,2,101.0,23,390.0
9,1,16,16,14,3,122.0,16,513.0
9,2,6,9,14,2,79.0,12,295.0
9,2,5,9,14,2,57.0,40,210.0
1,2,16,16,14,2,89.0,15,385.0
7,2,27,9,14,3,85.0,8,378.0
9,2,6,9,14,3,91.0,18,376.5
9,2,6,9,14,2,62.0,26,236.0
13,1,16,16,14,2,75.0,41,265.0
4,2,12,1,14,2,48.0,17,203.0
7,2,6,9,14,3,77.0,20,302.0
7,2,26,9,14,0,88.0,9,410.0
9,2,6,16,14,2,100.0,24,350.0
7,2,16,9,14,3,90.0,15,366.0
9,2,6,9,14,3,70.0,11,248.0
9,2,6,16,14,2,98.0,20,400.0
7,2,28,9,14,2,85.0,8,340.0
13,2,6,9,14,2,87.0,15,365.0
10,2,6,9,14,3,65.0,18,275.0
9,2,6,16,14,0,97.0,22,365.0
9,2,6,9,14,2,55.0,40,195.0
9,1,16,10,14,2,104.0,15,420.0
3,1,16,9,14,2,87.0,15,350.0
9,2,21,9,14,2,63.0,9,249.0
3,2,6,9,14,3,88.0,16,319.0
9,2,6,9,14,2,75.0,23,262.0
9,0,6,10,14,2,89.0,17,360.0
9,2,6,9,14,2,62.0,28,255.0
9,2,6,9,14,3,90.0,17,365.0
13,1,14,9,14,2,87.0,15,336.0
9,0,6,16,14,2,102.0,18,335.0
9,2,6,9,14,0,63.0,36,245.0
9,0,6,9,14,3,90.0,18,371.0
7,2,11,2,14,2,50.0,11,213.0
9,2,6,9,14,2,96.0,15,395.0
0,2,18,13,7,2,50.0,7,97.0
0,1,9,13,7,0,36.0,8,120.0
9,2,18,16,7,1,87.0,8,255.0
2,2,11,20,7,3,81.0,5,218.0
0,2,8,6,7,3,44.0,5,135.0
4,1,14,6,7,1,35.0,6,105.0
9,2,12,16,7,3,90.0,7,288.0
9,2,18,17,7,1,129.0,6,320.0
7,2,20,9,7,2,82.0,8,230.0
0,2,18,13,7,2,50.0,7,120.0
7,2,8,13,7,3,51.0,4,153.0
0,1,13,13,7,3,37.0,6,100.0
9,2,15,16,7,1,97.0,7,275.0
0,2,8,5,7,3,42.0,5,120.0
7,2,6,6,7,3,46.0,5,125.0
7,2,15,6,7,3,47.0,7,110.0
4,1,14,13,7,2,36.0,6,130.0
7,2,15,13,7,2,48.0,7,108.0
9,0,4,25,7,0,159.0,13,785.0
9,2,6,16,7,0,108.0,19,200.0
7,2,8,13,7,3,46.0,6,125.0
7,1,14,13,7,3,35.0,6,160.0
9,2,4,17,7,0,139.0,6,695.0
11,1,24,20,7,2,52.0,7,140.0
11,1,14,13,7,3,37.0,6,125.0
7,2,14,6,7,1,38.0,6,110.0
2,2,8,37,7,3,101.0,5,280.0
9,2,16,16,7,0,105.0,7,290.0
9,1,20,17,7,0,118.0,9,505.0
9,2,6,9,7,3,90.0,10,205.0
9,2,13,17,7,2,128.0,6,500.0
9,2,16,17,7,2,89.0,7,240.0
9,1,18,16,7,2,89.0,7,375.0
9,2,3,37,7,1,205.0,7,980.0
4,1,16,6,7,1,41.0,8,123.9
7,1,14,13,7,1,35.0,6,110.0
2,1,14,13,7,2,35.0,6,94.0
11,1,24,13,7,3,52.0,7,175.0
4,1,13,13,7,3,31.0,6,98.0
7,2,6,1,7,3,54.0,10,228.0
9,2,16,9,7,3,86.0,6,280.0
4,2,13,28,7,3,36.0,6,108.0
4,2,15,6,7,3,47.0,7,105.0
2,1,24,13,7,2,57.0,7,180.0
12,2,15,33,7,3,195.0,18,663.0
9,2,6,17,7,3,100.0,17,260.0
9,2,6,17,7,2,108.0,16,310.0
9,2,13,17,7,3,133.0,12,420.0
9,2,6,9,7,2,90.0,18,260.0
9,1,9,17,7,2,136.0,9,570.0
11,2,11,20,7,3,62.0,5,169.0
9,1,6,9,7,3,85.0,10,318.0
9,2,9,9,7,0,80.0,10,355.0
10,1,21,9,7,3,89.0,7,410.0
7,1,9,16,7,3,63.0,9,430.0
9,2,20,10,7,2,89.0,10,274.0
13,1,14,9,7,2,99.0,17,280.0
3,0,6,9,7,2,63.0,32,212.0
9,2,7,17,7,3,124.0,7,537.0
9,2,6,9,7,0,94.0,20,320.0
9,2,6,9,7,0,82.0,7,312.0
7,2,16,9,7,0,86.0,6,345.0
9,2,18,17,7,3,129.0,6,320.0
11,1,9,20,7,3,43.0,8,155.0
0,2,24,20,7,2,54.0,7,130.0
7,2,15,6,7,3,51.0,7,99.0
7,2,8,13,7,1,45.0,5,115.0
9,0,3,25,7,3,210.0,16,1050.0
0,0,4,10,7,0,149.0,20,310.0
9,1,9,16,7,2,89.0,9,405.0
9,2,11,16,7,2,112.0,8,490.0
9,2,6,16,7,0,100.0,17,190.0
9,2,6,17,7,3,117.0,19,200.0
9,0,6,25,7,2,171.0,16,446.0
9,2,8,16,7,2,91.0,9,419.0
9,0,6,9,7,0,84.0,23,270.0
9,2,15,10,7,3,88.0,8,259.0
9,2,6,17,7,2,145.0,14,260.0
1,1,15,9,7,3,88.0,12,290.0
9,2,6,9,7,2,91.0,21,265.0
2,2,20,9,7,0,91.0,6,258.0
9,2,15,9,7,2,89.0,7,260.0
9,0,6,17,7,0,118.0,16,359.0
9,0,11,17,7,0,126.0,20,340.0
9,0,5,17,7,2,113.0,16,290.0
9,2,12,16,7,3,90.0,7,275.0
0,2,16,6,7,3,55.0,8,99.0
9,1,15,16,7,1,119.0,9,450.0
9,2,6,2,7,2,68.0,13,230.0
9,1,9,17,7,2,119.0,7,549.0
9,2,6,17,7,3,100.0,17,260.0
9,2,16,9,7,2,89.0,7,260.0
9,1,9,16,7,2,100.0,8,430.0
9,2,9,16,7,3,64.0,9,430.0
9,2,15,9,7,3,82.0,8,352.0
9,0,3,25,7,3,242.0,10,930.0
9,2,6,17,7,0,141.0,16,243.0
9,2,5,25,7,1,238.0,6,1040.0
7,1,11,2,7,3,56.0,15,235.0
9,1,9,9,7,3,90.0,8,477.0
9,2,15,17,7,0,102.0,8,308.0
9,2,6,17,7,3,117.0,19,190.0
9,2,3,24,7,3,229.0,14,1000.0
9,2,15,9,7,3,88.0,7,240.0
9,1,10,9,7,3,85.0,11,350.0
9,1,18,9,7,3,123.0,7,590.0
9,2,15,10,7,3,89.0,7,267.0
9,2,6,16,7,0,100.0,6,279.0
9,2,18,9,7,3,88.0,5,235.0
9,2,6,16,7,0,100.0,17,190.0
7,2,15,6,7,3,47.0,7,120.0
2,1,14,13,7,3,35.0,6,130.0
0,2,11,19,7,1,62.0,5,175.0
11,2,24,13,7,2,57.0,7,185.0
4,1,13,13,7,3,34.0,6,128.0
9,2,6,33,7,2,190.0,19,250.0
9,2,6,17,7,0,127.0,17,260.0
9,0,4,25,7,1,241.0,14,1060.0
7,1,14,13,7,3,37.0,6,125.0
7,2,15,6,7,2,47.0,7,120.0
4,1,14,13,7,3,34.0,6,125.0
0,1,16,13,7,3,55.0,8,132.0
4,1,14,13,7,3,36.0,6,130.0
2,1,14,20,7,3,53.0,6,210.0
2,1,13,13,7,2,55.0,6,185.0
0,1,14,13,7,3,36.0,6,118.0
7,1,14,13,7,3,36.0,6,133.0
4,1,14,13,7,3,34.0,6,128.0
4,1,14,13,7,0,35.0,6,138.0
11,1,13,13,7,2,35.0,6,115.0
11,2,11,20,7,1,62.0,6,170.0
0,2,24,20,7,3,54.0,7,148.0
4,2,15,6,7,3,49.0,7,97.0
7,1,16,13,7,3,81.0,8,140.0
9,2,5,10,7,0,106.0,17,490.0
9,2,6,9,7,2,82.0,19,170.0
9,2,18,17,7,1,129.0,6,312.0
12,1,14,13,7,3,42.0,6,148.0
0,2,18,5,7,2,50.0,7,110.0
12,1,14,13,7,2,37.0,6,115.0
11,1,16,6,7,2,55.0,8,95.0
7,1,14,9,7,2,80.0,10,335.0
0,2,11,20,7,3,62.0,5,152.0
0,2,9,20,7,0,63.0,5,155.0
11,2,11,6,7,1,62.0,6,155.0
7,1,14,13,7,3,35.0,6,98.0
9,2,20,17,7,0,100.0,8,260.0
0,2,11,13,7,1,60.0,6,155.0
11,1,11,12,7,3,62.0,6,155.0
0,1,14,20,7,3,35.0,6,130.0
7,2,15,13,7,2,45.0,7,102.0
0,2,11,20,7,0,62.0,5,165.0
0,1,16,13,7,3,55.0,7,125.0
1,1,14,13,7,3,50.0,6,150.0
9,2,6,17,7,3,111.0,16,355.0
9,2,6,9,7,2,107.0,25,238.0
9,2,6,2,7,2,68.0,13,260.0
0,2,9,20,7,1,62.0,5,176.0
11,2,11,12,7,3,55.0,5,156.0
1,1,19,21,7,3,110.0,8,195.0
12,1,16,20,7,3,90.0,8,180.0
7,2,15,6,7,2,45.0,7,100.0
9,0,6,16,7,2,80.0,33,240.0
9,2,18,25,7,0,175.0,8,468.0
0,2,11,19,7,1,62.0,5,175.0
9,2,3,33,7,3,302.0,15,1400.0
9,2,6,10,7,2,123.0,17,240.0
9,2,5,17,7,3,114.0,17,470.0
9,2,3,33,7,3,279.0,14,1100.0
9,0,5,40,7,3,219.0,12,570.0
9,2,19,17,7,3,175.0,10,550.0
7,2,9,20,7,1,61.0,5,145.0
2,2,11,20,7,2,78.0,6,200.0
11,2,11,13,7,3,49.0,5,139.0
4,1,13,13,7,1,34.0,6,90.0
4,1,14,6,7,2,37.0,6,120.0
7,2,11,1,7,3,48.0,10,225.0
7,1,18,9,7,3,87.0,7,380.0
9,2,6,17,7,3,115.0,18,272.0
1,1,14,20,7,3,54.0,6,145.0
9,0,6,16,7,3,120.0,16,320.0
9,2,8,24,7,2,91.0,9,450.0
9,2,6,17,7,0,117.0,19,210.0
9,0,3,26,7,3,213.0,16,950.0
9,2,6,10,7,2,99.0,16,206.0
7,2,6,2,7,2,54.0,10,230.0
7,2,13,2,7,3,41.0,6,205.0
2,1,19,20,7,3,110.0,8,230.0
7,1,16,13,7,3,81.0,8,138.0
9,2,7,17,7,3,126.0,15,410.0
9,2,6,17,7,3,135.0,14,320.0
9,2,3,34,7,3,244.0,16,1500.0
0,2,18,5,7,2,50.0,7,110.0
9,0,6,10,7,3,90.0,20,298.0
9,2,6,16,7,2,144.0,18,310.0
9,1,18,16,7,3,89.0,7,385.0
9,1,18,16,7,3,89.0,7,375.0
0,2,15,9,7,3,87.0,12,298.0
9,2,6,9,7,3,83.0,7,318.0
7,1,18,10,7,3,105.0,8,420.0
9,1,14,9,7,3,89.0,9,316.0
9,2,29,16,7,3,108.0,6,490.0
9,0,6,9,7,0,81.0,23,260.0
10,1,14,10,7,3,89.0,10,318.0
0,2,11,20,7,3,62.0,5,165.0
7,2,21,9,7,3,88.0,9,399.0
10,1,15,9,7,3,92.0,15,285.0
7,2,11,1,7,3,48.0,10,220.0
7,2,6,1,7,3,54.0,10,205.0
9,2,6,25,7,3,148.0,17,240.0
9,0,5,16,7,3,157.0,16,406.0
11,2,11,13,7,1,48.0,5,134.0
9,2,6,10,7,0,105.0,14,275.0
9,2,3,41,7,3,276.0,16,1600.0
9,2,11,16,7,3,140.0,9,420.0
1,2,9,20,7,1,67.0,5,167.0
9,2,6,17,7,3,137.0,14,298.0
9,2,6,9,7,2,98.0,13,300.0
9,0,6,9,7,0,70.0,24,245.0
9,0,6,10,7,0,107.0,23,270.0
9,2,6,9,7,3,103.0,16,285.0
2,2,11,16,7,3,112.0,21,315.0
9,2,6,16,7,3,102.0,22,298.0
7,2,15,9,7,0,86.0,7,240.0
9,2,6,9,7,2,84.0,22,260.0
9,1,14,10,7,2,112.0,11,380.0
7,2,11,2,7,3,70.0,6,358.0
9,2,5,25,7,0,159.0,17,695.0
9,1,10,9,7,3,88.0,11,340.0
9,0,6,9,7,2,64.0,25,198.0
9,1,18,16,7,3,89.0,7,365.0
9,2,18,16,7,3,89.0,7,360.0
9,0,6,9,7,2,69.0,17,145.0
9,1,9,16,7,3,89.0,8,385.0
9,0,6,16,7,0,90.0,21,300.0
9,1,11,17,7,3,153.0,14,430.0
9,0,6,9,7,2,84.0,20,235.0
7,1,12,10,7,3,114.0,12,398.0
9,1,18,9,7,3,93.0,7,395.0
9,2,11,16,7,3,108.0,6,552.0
7,1,18,9,7,3,81.0,7,385.0
9,2,6,16,7,2,104.0,18,300.0
9,2,15,10,7,0,86.0,7,248.0
9,2,15,16,7,0,95.0,8,310.0
9,2,6,16,7,3,112.0,11,320.0
9,0,6,10,7,3,90.0,20,298.0
9,1,18,9,7,3,89.0,11,265.0
9,2,6,9,7,0,93.0,16,350.0
9,0,6,17,7,3,134.0,16,362.0
7,2,6,16,7,2,100.0,32,255.0
9,0,6,9,7,0,71.0,26,249.0
7,2,18,9,7,0,82.0,6,330.0
9,2,6,10,7,0,95.0,18,220.0
9,0,6,16,7,3,70.0,27,255.0
9,1,9,17,7,2,119.0,10,505.0
9,2,11,16,7,0,102.0,6,495.0
9,1,18,9,7,1,76.0,7,320.0
9,2,14,16,7,3,108.0,12,340.0
9,2,7,16,7,3,125.0,7,510.0
9,0,6,16,7,3,121.0,20,376.0
9,1,17,17,7,3,88.0,9,390.0
0,0,6,16,7,2,104.0,10,369.0
9,1,14,9,7,3,89.0,9,330.0
9,2,20,16,7,3,115.0,7,530.0
9,2,21,16,7,3,115.0,7,540.0
7,2,13,10,7,3,80.0,6,330.0
9,0,3,17,7,3,192.0,14,980.0
9,1,12,17,7,2,151.0,12,498.0
9,2,15,16,7,3,166.0,8,810.0
9,1,15,24,7,1,162.0,9,615.0
9,2,6,16,7,3,97.0,7,335.0
7,2,15,16,7,2,87.0,6,376.0
9,1,14,16,7,3,155.0,12,520.0
9,1,15,17,7,3,97.0,8,490.0
7,2,15,6,7,2,51.0,7,105.0
0,2,9,20,7,3,36.0,8,134.0
9,2,6,10,7,2,123.0,17,230.0
7,1,15,9,7,3,85.0,10,300.0
9,1,14,9,7,3,99.0,12,355.0
9,2,8,17,7,1,185.0,14,460.0
9,0,6,9,7,2,96.0,18,269.0
7,2,5,25,7,3,154.0,6,999.0
3,0,6,9,7,3,79.0,24,246.0
9,2,15,16,7,3,165.0,6,844.0
9,1,8,16,7,3,98.0,9,430.0
9,2,6,9,7,3,98.0,13,300.0
9,1,10,16,7,3,98.0,6,436.0
9,0,6,9,7,3,96.0,21,275.0
9,1,21,9,7,2,98.0,7,455.0
9,0,6,17,7,2,105.0,26,288.0
9,0,6,10,7,0,81.0,23,250.0
9,1,11,9,7,2,94.0,14,316.0
9,1,18,16,7,1,89.0,7,345.0
11,2,9,13,7,3,53.0,5,149.0
9,2,9,16,7,1,88.0,9,581.0
9,2,15,16,7,3,95.0,7,275.0
9,1,10,16,7,3,97.0,6,440.0
4,1,16,6,7,3,41.0,8,74.0
12,2,9,13,7,1,56.0,5,141.0
9,2,15,9,7,0,85.0,6,240.0
9,2,6,9,7,2,88.0,17,269.0
9,1,15,17,7,0,125.0,14,429.0
9,1,9,17,7,2,119.0,10,505.0
9,2,11,16,7,0,102.0,6,495.0
9,2,6,10,7,0,95.0,18,220.0
9,2,15,17,7,3,166.0,6,788.0
9,1,10,10,7,2,89.0,14,300.0
9,0,6,9,7,3,89.0,26,276.0
11,1,16,10,7,0,104.0,17,270.0
12,0,6,9,7,3,58.0,37,195.0
9,2,18,17,7,3,99.0,6,430.0
7,1,17,9,7,0,73.0,6,265.0
9,1,18,16,7,2,128.0,7,535.0
9,0,6,9,7,3,71.0,26,215.0
9,2,18,16,7,2,89.0,7,370.0
7,1,21,9,7,2,77.0,7,345.0
9,0,6,9,7,2,93.0,23,272.0
9,1,20,16,7,3,88.0,9,379.0
9,0,6,16,7,3,150.0,18,385.0
9,2,18,17,7,3,99.0,6,415.0
9,1,13,33,7,3,132.0,9,599.0
9,2,6,24,7,3,157.0,18,399.0
11,1,16,6,7,3,55.0,8,92.0
9,0,6,9,7,2,91.0,18,280.0
13,1,15,9,7,3,91.0,11,315.0
9,0,6,9,7,0,64.0,26,210.0
9,1,10,16,7,3,97.0,6,438.0
9,1,18,16,7,3,88.0,7,380.0
9,2,5,17,7,3,147.0,13,600.0
9,2,3,33,7,3,302.0,15,1300.0
9,1,15,9,7,3,87.0,9,320.0
9,1,10,2,7,3,73.0,11,320.0
9,1,11,47,7,3,321.0,10,850.0
9,2,2,25,7,3,163.0,11,568.0
9,1,16,3,7,2,68.0,14,260.0
9,2,6,16,7,1,109.0,7,385.0
7,1,15,9,7,3,90.0,11,315.0
9,0,6,33,7,3,193.0,17,520.0
9,1,15,24,7,1,163.0,9,619.0
9,1,18,16,7,3,89.0,7,378.0
9,1,18,17,7,3,141.0,6,678.0
9,2,5,17,7,1,154.0,6,920.0
9,2,5,33,7,1,155.0,6,900.0
9,1,18,9,7,2,76.0,7,310.0
9,1,15,16,7,2,89.0,9,345.0
9,2,15,16,7,3,166.0,6,835.0
9,1,14,9,7,3,87.0,9,325.0
7,1,13,9,7,3,87.0,9,309.0
9,2,20,16,7,0,115.0,7,535.0
7,1,14,1,7,3,53.0,11,210.0
9,2,5,25,7,1,154.0,6,850.0
9,2,18,17,7,3,174.0,5,960.0
9,2,4,25,7,0,194.0,13,810.0
9,2,5,24,7,3,107.0,17,460.0
9,2,2,25,7,0,159.0,22,1100.0
3,0,6,24,7,3,155.0,25,340.0
9,2,3,26,7,3,318.0,15,1450.0
9,2,6,9,7,2,87.0,16,209.0
13,1,16,9,7,3,86.0,15,310.0
7,1,16,2,7,3,66.0,10,238.0
9,0,5,46,7,1,205.0,11,560.0
1,1,20,2,7,3,69.0,10,230.0
7,2,11,2,7,3,65.0,11,229.0
7,2,5,1,7,3,46.0,12,176.0
9,0,6,9,7,2,84.0,31,268.0
7,2,13,2,7,3,41.0,6,198.0
7,1,16,2,7,3,69.0,8,330.0
7,1,12,2,7,2,66.0,10,233.0
9,1,21,9,7,2,87.0,8,370.0
9,1,18,9,7,2,75.0,9,315.0
7,1,14,9,7,3,85.0,10,305.0
9,0,6,2,7,2,59.0,13,220.0
7,2,6,2,7,3,69.0,13,240.0
9,2,6,16,7,1,133.0,7,445.0
11,0,4,9,7,2,81.0,20,230.0
9,2,18,16,7,1,129.0,6,516.0
9,2,5,25,7,3,199.0,16,470.0
7,1,15,2,7,3,58.0,11,215.0
7,2,21,9,7,3,83.0,8,360.0
9,2,15,9,7,0,89.0,7,245.0
9,1,18,16,7,3,89.0,7,400.0
9,2,6,17,7,3,173.0,17,290.0
9,0,6,10,7,3,92.0,23,285.0
9,0,6,16,7,3,110.0,17,360.0
9,0,5,34,7,3,164.0,16,420.0
9,2,14,16,7,2,89.0,9,385.0
9,1,8,17,7,3,90.0,9,600.0
9,1,11,47,7,3,321.0,12,950.0
9,1,10,2,7,3,73.0,11,320.0
7,1,21,9,7,3,83.0,7,355.0
7,2,20,9,7,3,84.0,7,380.0
9,1,13,24,7,3,146.0,9,595.0
9,2,17,17,7,3,128.0,6,560.0
9,1,6,17,7,3,122.0,11,550.0
9,2,12,16,7,0,99.0,7,275.0
7,2,18,9,7,3,82.0,6,320.0
9,2,11,16,7,0,102.0,6,510.0
9,1,15,17,7,3,169.0,12,530.0
9,2,6,16,7,3,106.0,18,370.0
7,2,17,9,7,3,85.0,8,375.0
7,1,18,9,7,3,104.0,8,390.0
9,1,11,2,7,3,63.0,10,243.0
9,1,9,3,7,0,70.0,15,230.0
1,2,10,2,7,3,58.0,12,228.0
9,2,15,9,7,0,85.0,8,240.0
9,2,6,9,7,2,74.0,24,235.0
9,1,7,33,7,3,131.0,7,570.0
9,2,18,24,7,1,212.0,5,985.0
7,2,18,9,7,3,83.0,7,340.0
9,2,5,25,7,1,154.0,6,880.0
9,2,9,25,7,3,165.0,9,630.0
7,2,6,2,7,1,54.0,10,213.0
9,2,9,17,7,3,119.0,9,645.0
9,0,3,33,7,3,241.0,14,1100.0
9,1,9,16,7,3,212.0,14,648.0
9,0,6,17,7,3,150.0,18,385.0
7,2,20,9,7,3,84.0,7,450.0
9,2,6,10,7,0,77.0,21,229.8
7,1,11,9,7,3,80.0,8,347.0
9,0,6,9,7,0,75.0,28,244.0
9,2,6,16,7,2,92.0,32,236.0
9,0,6,10,7,0,108.0,21,268.0
9,2,6,16,7,2,85.0,28,251.0
9,0,6,9,7,3,70.0,26,239.0
9,0,6,17,7,3,97.0,26,330.0
7,2,6,2,7,3,53.0,9,232.0
7,2,15,9,7,3,87.0,6,415.0
9,2,8,17,7,3,137.0,7,590.0
9,1,13,9,7,3,96.0,9,380.0
9,1,15,16,7,3,88.0,9,360.0
9,2,12,16,7,3,97.0,8,510.0
9,2,6,16,7,2,73.0,28,230.0
7,2,18,9,7,3,88.0,6,410.0
9,0,6,9,7,2,72.0,20,235.0
7,2,17,9,7,2,85.0,9,400.0
9,1,21,9,7,3,90.0,7,380.0
9,0,6,16,7,2,86.0,21,230.0
9,2,8,17,7,3,91.0,9,680.0
9,1,6,17,7,3,168.0,10,630.0
7,1,14,2,7,2,47.0,12,160.0
9,2,5,9,7,0,63.0,42,195.0
9,0,6,10,7,0,95.0,20,300.0
1,0,6,10,7,3,92.0,12,298.0
9,2,6,9,7,2,64.0,29,210.0
9,2,12,25,7,3,142.0,7,710.0
12,1,18,2,7,2,70.0,10,225.0
9,1,11,10,7,3,111.0,8,425.0
9,2,6,17,7,2,96.0,25,275.0
9,1,12,16,7,3,96.0,7,520.0
3,1,9,10,7,3,82.0,9,358.0
7,2,5,9,7,2,50.0,40,178.0
7,2,6,1,7,1,54.0,10,210.0
9,2,12,17,7,3,135.0,11,495.0
9,1,15,17,7,3,126.0,14,420.0
9,2,6,9,7,3,89.0,17,325.0
9,2,18,17,7,0,126.0,7,345.0
9,2,6,10,7,3,93.0,22,285.0
9,2,5,17,7,3,147.0,7,700.0
2,1,11,9,7,3,86.0,10,310.0
9,0,6,10,7,2,89.0,22,240.0
7,1,20,9,7,2,90.0,10,269.0
9,2,6,9,7,3,93.0,16,330.0
9,2,6,17,7,3,129.0,14,320.0
9,1,6,25,7,0,175.0,10,570.0
9,1,15,16,7,0,89.0,9,360.0
9,1,18,9,7,3,121.0,7,550.0
7,2,5,1,7,2,40.0,37,160.0
9,0,6,10,7,3,90.0,20,300.0
9,2,15,16,7,3,162.0,8,810.0
9,0,6,24,7,2,116.0,16,391.0
9,2,6,10,7,0,77.0,21,229.8
9,0,6,9,7,3,70.0,26,239.0
9,2,14,25,7,3,149.0,12,518.0
9,1,9,17,7,3,103.0,8,470.0
9,2,6,17,7,2,97.0,14,198.0
9,2,16,16,7,3,102.0,6,446.0
9,2,5,16,7,2,77.0,37,220.0
7,2,6,17,7,3,142.0,14,335.0
9,2,5,33,7,3,242.0,6,1050.0
11,1,15,9,7,2,87.0,12,302.0
9,2,9,17,7,3,140.0,15,480.0
9,0,5,9,7,2,81.0,16,260.0
3,0,6,9,7,2,87.0,21,262.0
9,0,6,16,7,2,121.0,20,330.0
9,1,28,9,7,3,87.0,9,368.0
9,2,6,16,7,3,138.0,15,330.0
9,0,6,9,7,0,83.0,16,282.0
9,2,6,10,7,3,98.0,13,350.0
9,0,6,9,7,2,80.0,27,255.0
9,0,6,17,7,2,120.0,17,335.0
9,2,6,16,7,2,140.0,20,380.0
9,1,9,16,7,2,119.0,8,550.0
9,1,9,16,7,3,96.0,9,499.0
9,2,11,10,7,3,93.0,9,405.0
9,2,9,16,7,3,119.0,9,589.0
9,2,12,25,7,3,142.0,7,710.0
9,2,5,17,7,3,144.0,7,650.0
9,2,5,17,7,3,145.0,17,630.0
7,1,9,9,7,3,89.0,10,356.0
9,1,7,17,7,3,150.0,10,510.0
9,0,11,17,7,0,130.0,20,340.0
7,0,6,9,7,3,50.0,27,215.0
9,1,12,17,7,3,124.0,7,585.0
13,1,14,9,7,0,89.0,10,320.0
7,2,18,9,7,3,88.0,7,410.0
9,2,15,16,7,2,100.0,7,280.0
9,2,6,16,7,2,89.0,7,380.0
7,1,15,16,7,2,100.0,15,300.0
9,2,15,9,7,0,89.0,8,258.0
9,1,14,9,7,3,88.0,9,335.0
9,1,15,10,7,3,88.0,9,325.0
9,1,12,9,7,3,96.0,10,375.0
7,2,8,9,7,0,91.0,8,390.0
3,1,9,9,7,3,82.0,9,365.0
9,2,16,9,7,3,84.0,9,395.0
7,1,10,9,7,3,88.0,6,379.0
9,2,6,9,7,3,91.0,18,290.0
9,2,18,16,7,3,98.0,8,495.0
9,1,9,9,7,2,88.0,8,315.0
9,2,8,9,7,2,135.0,17,340.0
9,2,6,2,7,3,59.0,13,245.0
9,0,5,10,7,3,100.0,12,319.0
1,1,15,9,7,3,88.0,12,270.0
9,1,14,17,7,1,153.0,12,530.0
9,2,18,17,7,1,175.0,5,750.0
9,0,6,9,7,2,64.0,26,218.0
9,0,6,16,7,3,121.0,20,350.0
9,1,16,17,7,3,117.0,17,320.0
9,2,5,9,7,3,91.0,15,299.0
9,2,6,17,7,2,139.0,18,315.0
9,1,19,16,7,3,111.0,9,519.0
9,0,6,10,7,2,82.0,23,260.0
9,0,6,9,7,0,81.0,23,260.0
9,2,18,17,7,3,106.0,7,400.0
9,1,15,9,7,3,83.0,14,305.0
7,1,15,2,7,2,71.0,11,245.0
9,2,6,9,7,2,52.0,33,193.0
9,1,10,10,7,3,92.0,11,382.0
9,2,18,16,7,2,109.0,7,390.0
9,1,13,17,7,3,133.0,12,430.0
9,2,6,17,7,3,92.0,18,250.0
9,1,11,24,7,3,163.0,15,490.0
9,2,18,10,7,3,93.0,7,430.0
9,0,6,9,7,2,94.0,18,280.0
9,2,15,16,7,3,165.0,8,820.0
7,1,15,1,7,3,50.0,11,225.0
